Tarih,İzmir,Aliağa,Çeşme,Bergama,Manisa,Akhisar,Salihli,Çiğli,Menderes,Alaşehir,Demirci,Güzelyalı,Kula,Ödemiş,Soma,Urla
2021-02-03 18:00:00,0.907,1.669,1.645,1.235,0.811,0.786,0.979,1.27,0.792,,,,,,,
2021-02-03 19:00:00,0.518,1.111,1.253,0.832,0.786,0.297,0.563,0.71,0.616,,,,,,,
2021-02-03 20:00:00,0.374,0.941,1.114,0.662,0.808,0.811,0.655,0.368,0.806,,,,,,,
2021-02-03 21:00:00,0.663,1.318,1.309,0.873,0.872,1.525,1.138,0.712,1.199,,,,,,,
2021-02-03 22:00:00,0.745,1.403,1.069,0.96,0.699,1.474,1.236,0.739,1.148,,,,,,,
2021-02-03 23:00:00,0.861,1.525,0.96,1.056,0.533,1.437,1.358,0.865,1.138,,,,,,,
2021-02-04 00:00:00,1.001,1.676,1.025,1.157,0.385,1.415,1.5,1.055,1.172,,,,,,,
2021-02-04 01:00:00,1.174,1.878,0.722,1.188,0.265,1.426,1.585,1.252,1.187,,,,,,,
2021-02-04 02:00:00,1.356,2.09,0.582,1.222,0.326,1.438,1.67,1.449,1.23,,,,,,,
2021-02-04 03:00:00,1.328,2.019,1.211,1.196,0.539,1.486,1.8,1.295,1.3,,,,,,,
2021-02-04 04:00:00,1.392,2.167,1.133,1.196,0.634,1.412,1.669,1.308,1.292,,,,,,,
2021-02-04 05:00:00,1.456,2.315,1.091,1.197,0.743,1.352,1.55,1.322,1.285,,,,,,,
2021-02-04 06:00:00,1.523,2.463,1.087,1.201,0.862,1.307,1.445,1.336,1.281,,,,,,,
2021-02-04 07:00:00,1.586,2.64,1.442,1.116,0.856,0.937,1.458,1.466,1.256,,,,,,,
2021-02-04 08:00:00,1.651,2.821,1.798,1.037,0.858,0.569,1.481,1.604,1.232,,,,,,,
2021-02-04 09:00:00,1.716,3.004,2.154,0.965,0.869,0.214,1.513,1.746,1.208,,,,,,,
2021-02-04 10:00:00,1.202,2.781,2.237,0.813,0.849,0.276,0.64,1.46,0.927,,,,,,,
2021-02-04 11:00:00,0.796,2.6,2.356,0.662,0.849,0.764,0.355,1.196,0.683,,,,,,,
2021-02-04 12:00:00,0.716,2.473,2.508,0.51,0.87,1.251,1.199,0.972,0.529,,,,,,,
2021-02-04 13:00:00,0.727,2.104,3.008,0.212,0.564,1.375,1.246,0.888,0.46,,,,,,,
2021-02-04 14:00:00,0.8,2.049,3.577,0.927,0.371,1.509,1.331,0.831,0.772,,,,,,,
2021-02-04 15:00:00,0.974,2.044,3.568,1.46,0.124,1.609,1.146,0.702,1.325,,,,,,,
2021-02-04 16:00:00,0.951,1.642,3.424,1.462,0.438,1.301,1.088,0.978,1.233,,,,,,,
2021-02-04 17:00:00,1.011,1.315,3.286,1.494,0.837,0.997,1.047,1.254,1.215,,,,,,,
2021-02-04 18:00:00,1.139,1.13,3.155,1.556,1.241,0.703,1.025,1.53,1.275,,,,,,,
2021-02-04 19:00:00,0.608,0.399,2.734,1.06,1.179,0.153,0.617,1.385,0.885,,,,,,,
2021-02-04 20:00:00,0.193,0.35,2.319,0.752,1.128,0.63,0.786,1.463,0.608,,,,,,,
2021-02-04 21:00:00,0.548,1.081,1.916,0.866,1.089,1.271,1.328,1.734,0.618,,,,,,,
2021-02-04 22:00:00,0.628,1.428,1.378,0.873,0.945,1.348,1.183,1.582,0.744,,,,,,,
2021-02-04 23:00:00,0.739,1.777,0.862,0.907,0.802,1.435,1.04,1.469,1.026,,,,,,,
2021-02-05 00:00:00,0.87,2.127,0.447,0.966,0.659,1.53,0.902,1.404,1.37,,,,,,,
2021-02-05 01:00:00,0.868,2.217,0.383,1.09,0.34,1.472,0.771,1.239,1.303,,,,,,,
2021-02-05 02:00:00,0.874,2.33,0.549,1.236,0.139,1.417,0.642,1.102,1.24,,,,,,,
2021-02-05 03:00:00,1.417,2.918,1.814,1.783,0.759,1.851,0.456,1.311,1.669,,,,,,,
2021-02-05 04:00:00,1.359,2.941,1.818,1.706,0.744,1.602,0.45,1.194,1.503,,,,,,,
2021-02-05 05:00:00,1.305,2.971,1.919,1.629,0.73,1.356,0.457,1.171,1.341,,,,,,,
2021-02-05 06:00:00,1.256,3.007,2.101,1.552,0.717,1.114,0.478,1.248,1.186,,,,,,,
2021-02-05 07:00:00,1.328,3.149,2.17,1.538,0.901,1.068,0.637,1.453,1.223,,,,,,,
2021-02-05 08:00:00,1.401,3.297,2.239,1.524,1.085,1.023,0.83,1.678,1.26,,,,,,,
2021-02-05 09:00:00,1.474,3.448,2.307,1.511,1.269,0.979,1.038,1.917,1.298,,,,,,,
2021-02-05 10:00:00,1.363,3.064,2.35,1.481,1.451,0.331,0.842,1.966,1.2,,,,,,,
2021-02-05 11:00:00,1.309,2.682,2.392,1.475,1.635,0.386,1.165,2.095,1.118,,,,,,,
2021-02-05 12:00:00,1.319,2.3,2.434,1.493,1.823,1.038,1.739,2.292,1.057,,,,,,,
2021-02-05 13:00:00,1.23,1.673,1.993,1.492,1.672,1.026,1.679,2.109,0.817,,,,,,,
2021-02-05 14:00:00,1.182,1.23,1.554,1.505,1.522,1.015,1.625,1.96,0.692,,,,,,,
2021-02-05 15:00:00,0.824,1.254,0.801,0.556,0.815,1.406,1.041,1.221,0.622,,,,,,,
2021-02-05 16:00:00,0.886,1.401,0.381,0.38,0.619,1.235,0.828,1.122,0.721,,,,,,,
2021-02-05 17:00:00,0.954,1.578,0.195,0.333,0.436,1.068,0.623,1.069,0.829,,,,,,,
2021-02-05 18:00:00,1.027,1.776,0.566,0.457,0.288,0.906,0.437,1.07,0.944,,,,,,,
2021-02-05 19:00:00,0.467,0.878,0.645,0.579,0.093,0.187,0.224,0.328,0.678,,,,,,,
2021-02-05 20:00:00,0.587,0.805,0.768,0.817,0.386,0.996,0.833,0.456,0.682,,,,,,,
2021-02-05 21:00:00,1.197,1.669,0.916,1.099,0.709,1.922,1.457,1.202,0.952,,,,,,,
2021-02-05 22:00:00,1.297,1.747,0.977,1.181,0.467,1.728,1.506,1.359,0.969,,,,,,,
2021-02-05 23:00:00,1.446,1.916,1.049,1.266,0.268,1.537,1.559,1.568,1.07,,,,,,,
2021-02-06 00:00:00,1.628,2.155,1.131,1.352,0.252,1.349,1.615,1.81,1.233,,,,,,,
2021-02-06 01:00:00,1.591,2.448,1.169,1.303,0.261,1.278,1.67,1.909,1.22,,,,,,,
2021-02-06 02:00:00,1.555,2.743,1.267,1.258,0.274,1.207,1.726,2.011,1.208,,,,,,,
2021-02-06 03:00:00,2.012,3.397,2.539,1.612,1.067,1.726,1.635,2.14,1.95,,,,,,,
2021-02-06 04:00:00,1.78,3.266,2.237,1.423,0.822,1.518,1.589,2.036,1.66,,,,,,,
2021-02-06 05:00:00,1.564,3.148,2.031,1.237,0.578,1.315,1.587,1.969,1.376,,,,,,,
2021-02-06 06:00:00,1.371,3.045,1.951,1.053,0.335,1.118,1.63,1.942,1.104,,,,,,,
2021-02-06 07:00:00,1.489,3.244,2.343,1.062,0.462,1.07,1.613,2.002,1.092,,,,,,,
2021-02-06 08:00:00,1.607,3.445,2.749,1.074,0.589,1.027,1.597,2.075,1.086,,,,,,,
2021-02-06 09:00:00,1.725,3.647,3.163,1.087,0.715,0.989,1.58,2.161,1.084,,,,,,,
2021-02-06 10:00:00,1.613,3.186,3.587,0.866,0.789,0.302,0.951,2.151,0.943,,,,,,,
2021-02-06 11:00:00,1.573,2.76,4.068,0.647,0.879,0.601,0.348,2.175,0.926,,,,,,,
2021-02-06 12:00:00,1.609,2.389,4.589,0.434,0.982,1.337,0.386,2.233,1.04,,,,,,,
2021-02-06 13:00:00,1.784,2.062,4.94,0.463,0.619,1.398,0.49,2.607,1.101,,,,,,,
2021-02-06 14:00:00,1.977,2.212,5.312,1.36,0.262,1.463,0.698,3.017,1.43,,,,,,,
2021-02-06 15:00:00,1.807,1.835,5.025,1.651,1.083,0.6,1.166,2.49,1.401,,,,,,,
2021-02-06 16:00:00,1.931,2.276,5.255,1.521,0.512,0.577,0.675,2.862,1.399,,,,,,,
2021-02-06 17:00:00,2.146,2.752,5.486,1.394,0.354,0.615,0.275,3.242,1.521,,,,,,,
2021-02-06 18:00:00,2.43,3.247,5.716,1.271,0.873,0.704,0.467,3.627,1.741,,,,,,,
2021-02-06 19:00:00,2.338,3.495,5.628,1.137,0.905,0.438,0.873,3.522,1.551,,,,,,,
2021-02-06 20:00:00,2.283,3.767,5.541,1.006,0.953,0.678,1.451,3.432,1.371,,,,,,,
2021-02-06 21:00:00,2.267,4.06,5.454,0.877,1.014,1.141,2.061,3.357,1.208,,,,,,,
2021-02-06 22:00:00,2.313,4.023,5.618,0.639,0.85,1.18,1.909,3.474,1.122,,,,,,,
2021-02-06 23:00:00,2.365,4.025,5.783,0.453,0.693,1.223,1.756,3.594,1.113,,,,,,,
2021-02-07 00:00:00,2.424,4.067,5.95,0.398,0.551,1.271,1.604,3.717,1.181,,,,,,,
2021-02-07 01:00:00,2.618,4.225,6.157,0.399,0.464,1.287,1.631,4.073,1.267,,,,,,,
2021-02-07 02:00:00,2.815,4.41,6.376,0.574,0.429,1.304,1.66,4.44,1.379,,,,,,,
2021-02-07 03:00:00,2.877,3.634,5.679,1.414,0.472,1.48,1.492,4.411,1.816,,,,,,,
2021-02-07 04:00:00,2.818,3.845,6.205,1.284,0.356,1.363,1.538,4.479,1.631,,,,,,,
2021-02-07 05:00:00,2.779,4.06,6.751,1.158,0.274,1.247,1.584,4.564,1.452,,,,,,,
2021-02-07 06:00:00,2.759,4.277,7.311,1.038,0.263,1.131,1.63,4.664,1.283,,,,,,,
2021-02-07 07:00:00,2.891,4.517,7.47,1.018,0.316,1.145,1.619,4.878,1.397,,,,,,,
2021-02-07 08:00:00,3.023,4.759,7.63,1.003,0.371,1.166,1.61,5.092,1.514,,,,,,,
2021-02-07 09:00:00,3.155,5.003,7.791,0.993,0.429,1.193,1.601,5.306,1.632,,,,,,,
2021-02-07 10:00:00,3.62,5.58,8.527,0.845,0.59,0.656,1.351,5.938,1.963,,,,,,,
2021-02-07 11:00:00,4.149,6.278,9.303,0.739,0.859,0.832,1.101,6.581,2.471,,,,,,,
2021-02-07 12:00:00,4.72,7.061,10.109,0.698,1.164,1.486,0.852,7.234,3.07,,,,,,,
2021-02-07 13:00:00,4.703,7.113,10.034,1.185,0.932,1.757,0.913,7.166,3.38,,,,,,,
2021-02-07 14:00:00,4.761,7.317,9.993,2.424,1.4,2.048,1.163,7.209,4.008,,,,,,,
2021-02-07 15:00:00,3.998,6.525,9.032,3.085,1.37,1.822,1.356,6.319,3.988,,,,,,,
2021-02-07 16:00:00,4.23,6.587,9.107,3.133,1.589,1.815,1.37,6.51,4.059,,,,,,,
2021-02-07 17:00:00,4.463,6.65,9.192,3.185,1.807,1.86,1.47,6.716,4.131,,,,,,,
2021-02-07 18:00:00,4.696,6.712,9.288,3.242,2.026,1.954,1.641,6.935,4.203,,,,,,,
2021-02-07 19:00:00,4.507,6.859,9.772,2.942,1.869,1.654,2.023,7.059,3.994,,,,,,,
2021-02-07 20:00:00,4.329,7.028,10.258,2.643,1.713,1.53,2.435,7.184,3.788,,,,,,,
2021-02-07 21:00:00,4.165,7.22,10.747,2.345,1.557,1.622,2.863,7.312,3.587,,,,,,,
2021-02-07 22:00:00,4.738,7.673,10.858,2.542,1.677,1.536,2.969,7.968,4.052,,,,,,,
2021-02-07 23:00:00,5.311,8.128,10.975,2.743,1.8,1.466,3.076,8.625,4.52,,,,,,,
2021-02-08 00:00:00,5.884,8.583,11.098,2.945,1.926,1.415,3.182,9.281,4.99,,,,,,,
2021-02-08 01:00:00,5.733,8.74,10.994,2.654,1.791,1.354,3.124,9.213,4.479,,,,,,,
2021-02-08 02:00:00,5.588,8.906,10.911,2.371,1.67,1.299,3.066,9.15,3.986,,,,,,,
2021-02-08 03:00:00,5.089,7.114,10.071,2.642,2.374,1.389,3.324,8.662,3.597,,,,,,,
2021-02-08 04:00:00,4.853,7.284,10.389,2.568,1.917,0.625,3.09,8.372,3.478,,,,,,,
2021-02-08 05:00:00,4.628,7.453,10.719,2.537,1.462,0.208,2.998,8.082,3.399,,,,,,,
2021-02-08 06:00:00,4.416,7.623,11.06,2.551,1.01,0.941,3.061,7.792,3.363,,,,,,,
2021-02-08 07:00:00,4.973,8.416,11.851,2.202,0.717,1.181,3.165,8.606,3.888,,,,,,,
2021-02-08 08:00:00,5.595,9.28,12.693,1.916,0.902,1.481,3.271,9.504,4.456,,,,,,,
2021-02-08 09:00:00,6.261,10.196,13.576,1.726,1.385,1.811,3.378,10.465,5.053,,,,,,,
2021-02-08 10:00:00,6.843,11.04,14.148,2.762,2.371,2.076,3.525,11.027,5.878,,,,,,,
2021-02-08 11:00:00,7.434,11.884,14.722,3.797,3.432,2.892,3.677,11.59,6.722,,,,,,,
2021-02-08 12:00:00,8.031,12.729,15.298,4.833,4.516,3.93,3.834,12.152,7.577,,,,,,,
2021-02-08 13:00:00,8.339,12.808,15.778,5.082,4.758,4.893,4.268,12.453,7.873,,,,,,,
2021-02-08 14:00:00,8.655,12.896,16.264,5.338,5.015,5.858,4.702,12.757,8.174,,,,,,,
2021-02-08 15:00:00,9.278,12.621,17.387,5.731,5.37,6.363,4.709,13.142,8.719,,,,,,,
2021-02-08 16:00:00,8.942,12.984,16.896,6.455,5.447,6.456,4.973,12.664,8.698,,,,,,,
2021-02-08 17:00:00,8.733,13.499,16.45,7.247,5.661,6.663,5.238,12.406,8.803,,,,,,,
2021-02-08 18:00:00,8.661,14.151,16.054,8.087,5.996,6.974,5.502,12.383,9.029,,,,,,,
2021-02-08 19:00:00,8.308,13.818,14.744,7.942,5.613,6.717,5.099,11.669,8.573,,,,,,,
2021-02-08 20:00:00,7.965,13.485,13.473,7.796,5.312,6.57,4.696,10.956,8.133,,,,,,,
2021-02-08 21:00:00,7.633,13.153,12.252,7.651,5.11,6.542,4.295,10.243,7.712,,,,,,,
2021-02-08 22:00:00,6.843,12.393,11.69,7.035,4.709,6.098,4.579,9.376,6.691,,,,,,,
2021-02-08 23:00:00,6.059,11.651,11.394,6.429,4.386,5.673,4.904,8.54,5.691,,,,,,,
2021-02-09 00:00:00,5.282,10.931,11.384,5.838,4.159,5.274,5.262,7.745,4.729,,,,,,,
2021-02-09 01:00:00,4.906,10.074,10.439,5.469,3.849,5.207,4.877,7.477,4.134,,,,,,,
2021-02-09 02:00:00,4.543,9.223,9.499,5.122,3.559,5.222,4.495,7.212,3.547,,,,,,,
2021-02-09 03:00:00,4.457,9.003,8.891,5.37,4.177,6.105,5.444,7.092,3.552,,,,,,,
2021-02-09 04:00:00,4.144,8.361,8.304,4.673,3.651,5.439,4.682,6.643,3.354,,,,,,,
2021-02-09 05:00:00,3.842,7.731,7.717,3.992,3.141,4.816,3.935,6.198,3.16,,,,,,,
2021-02-09 06:00:00,3.554,7.116,7.13,3.34,2.654,4.254,3.211,5.757,2.968,,,,,,,
2021-02-09 07:00:00,3.601,7.169,7.376,3.413,2.393,4.117,3.061,5.686,3.14,,,,,,,
2021-02-09 08:00:00,3.651,7.228,7.631,3.488,2.134,3.991,2.918,5.627,3.313,,,,,,,
2021-02-09 09:00:00,3.704,7.295,7.893,3.564,1.878,3.878,2.783,5.579,3.488,,,,,,,
2021-02-09 10:00:00,4.252,7.778,8.555,4.015,2.633,4.457,2.812,6.173,4.22,,,,,,,
2021-02-09 11:00:00,4.816,8.276,9.219,4.471,3.39,5.065,2.87,6.775,4.965,,,,,,,
2021-02-09 12:00:00,5.393,8.787,9.884,4.929,4.148,5.693,2.956,7.382,5.718,,,,,,,
2021-02-09 13:00:00,5.576,9.021,10.024,5.061,4.353,5.878,3.06,7.567,6.016,,,,,,,
2021-02-09 14:00:00,5.759,9.259,10.164,5.2,4.56,6.078,3.17,7.755,6.314,,,,,,,
2021-02-09 15:00:00,5.478,8.468,10.006,4.798,3.832,5.618,2.819,7.418,5.969,,,,,,,
2021-02-09 16:00:00,5.565,8.648,10.094,4.908,3.896,5.545,2.796,7.618,5.88,,,,,,,
2021-02-09 17:00:00,5.667,8.83,10.185,5.018,3.967,5.487,2.788,7.819,5.809,,,,,,,
2021-02-09 18:00:00,5.782,9.014,10.28,5.128,4.042,5.446,2.796,8.02,5.758,,,,,,,
2021-02-09 19:00:00,5.306,9.061,10.807,4.933,3.652,4.684,2.753,7.892,5.157,,,,,,,
2021-02-09 20:00:00,4.83,9.124,11.34,4.763,3.262,3.926,2.718,7.765,4.556,,,,,,,
2021-02-09 21:00:00,4.354,9.203,11.878,4.621,2.872,3.175,2.69,7.637,3.957,,,,,,,
2021-02-09 22:00:00,4.485,9.623,11.396,4.921,3.06,3.617,2.791,7.64,4.189,,,,,,,
2021-02-09 23:00:00,4.621,10.055,10.933,5.249,3.254,4.063,2.893,7.643,4.424,,,,,,,
2021-02-10 00:00:00,4.76,10.498,10.489,5.599,3.453,4.514,2.994,7.648,4.663,,,,,,,
2021-02-10 01:00:00,4.363,9.737,9.692,5.362,3.575,4.712,3.053,6.905,3.993,,,,,,,
2021-02-10 02:00:00,3.993,8.977,8.92,5.134,3.795,4.912,3.125,6.206,3.343,,,,,,,
2021-02-10 03:00:00,5.063,9.649,7.955,5.164,5.325,6.319,3.882,6.828,4.283,,,,,,,
2021-02-10 04:00:00,4.725,8.377,7.018,4.634,4.591,5.317,3.541,6.45,3.989,,,,,,,
2021-02-10 05:00:00,4.387,7.182,6.108,4.223,3.857,4.332,3.2,6.085,3.748,,,,,,,
2021-02-10 06:00:00,4.049,6.112,5.241,3.967,3.123,3.381,2.859,5.734,3.571,,,,,,,
2021-02-10 07:00:00,3.316,5.003,4.956,2.941,2.417,2.637,2.517,4.954,2.728,,,,,,,
2021-02-10 08:00:00,2.726,3.962,4.687,2.059,1.73,2.152,2.192,4.198,2.016,,,,,,,
2021-02-10 09:00:00,2.387,3.057,4.439,1.586,1.098,2.111,1.894,3.482,1.619,,,,,,,
2021-02-10 10:00:00,2.522,3.438,4.609,1.968,1.635,2.321,1.915,3.778,1.912,,,,,,,
2021-02-10 11:00:00,2.768,3.831,4.814,2.419,2.186,2.81,2.005,4.187,2.221,,,,,,,
2021-02-10 12:00:00,3.098,4.232,5.05,2.905,2.742,3.46,2.155,4.679,2.539,,,,,,,
2021-02-10 13:00:00,3.152,4.618,5.134,3.16,2.862,3.667,2.227,4.705,2.567,,,,,,,
2021-02-10 14:00:00,3.211,5.016,5.306,3.43,2.995,3.875,2.299,4.748,2.65,,,,,,,
2021-02-10 15:00:00,3.075,5.181,5.298,3.529,3.131,4.164,2.538,4.453,2.543,,,,,,,
2021-02-10 16:00:00,2.962,5.3,5.551,3.251,2.821,3.906,2.385,4.418,2.517,,,,,,,
2021-02-10 17:00:00,2.877,5.429,5.833,2.973,2.515,3.648,2.232,4.419,2.547,,,,,,,
2021-02-10 18:00:00,2.823,5.569,6.14,2.696,2.217,3.39,2.079,4.458,2.631,,,,,,,
2021-02-10 19:00:00,2.816,5.395,6.105,2.28,1.9,2.727,2.182,4.429,2.548,,,,,,,
2021-02-10 20:00:00,2.859,5.287,6.071,1.864,1.587,2.163,2.334,4.466,2.487,,,,,,,
2021-02-10 21:00:00,2.952,5.248,6.039,1.448,1.282,1.795,2.526,4.568,2.448,,,,,,,
2021-02-10 22:00:00,3.22,5.591,6.427,1.468,1.334,1.749,2.481,4.956,2.639,,,,,,,
2021-02-10 23:00:00,3.489,5.934,6.818,1.499,1.39,1.704,2.436,5.345,2.83,,,,,,,
2021-02-11 00:00:00,3.759,6.278,7.211,1.54,1.449,1.662,2.391,5.736,3.021,,,,,,,
2021-02-11 01:00:00,3.861,6.556,7.626,1.581,1.444,1.691,2.394,5.949,3.075,,,,,,,
2021-02-11 02:00:00,3.966,6.835,8.042,1.627,1.443,1.783,2.397,6.163,3.137,,,,,,,
2021-02-11 03:00:00,3.818,5.988,7.276,1.304,0.852,1.616,1.558,5.535,2.936,,,,,,,
2021-02-11 04:00:00,3.738,6.461,7.526,1.381,0.925,1.662,1.713,5.654,2.78,,,,,,,
2021-02-11 05:00:00,3.66,6.936,7.783,1.469,1.006,1.714,1.884,5.782,2.628,,,,,,,
