Tarih,İzmir,Aliağa,Çeşme,Bergama,Manisa,Akhisar,Salihli,Çiğli,Menderes,Alaşehir,Demirci,Güzelyalı,Kula,Ödemiş,Soma,Urla,Unnamed: 17
2021-02-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-06 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-06 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-06 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-06 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-06 09:00:00,33.396,30.246,22.083,31.383,33.835,36.759,40.047,31.485,33.451,,,,,,,,
2021-02-06 10:00:00,174.604,166.976,140.153,170.099,174.438,179.442,185.514,169.746,174.561,,,,,,,,
2021-02-06 11:00:00,335.412,326.052,292.034,329.074,334.975,339.747,347.176,328.815,336.501,,,,,,,,
2021-02-06 12:00:00,460.356,450.269,411.449,450.845,458.944,462.544,470.593,452.748,461.855,,,,,,,,
2021-02-06 13:00:00,545.553,535.712,495.967,532.391,542.926,544.69,552.817,537.643,547.174,,,,,,,,
2021-02-06 14:00:00,580.91,572.04,535.462,564.956,577.137,576.449,584.081,573.267,582.586,,,,,,,,
2021-02-06 15:00:00,539.379,531.22,499.866,524.384,534.879,530.81,537.266,531.857,541.099,,,,,,,,
2021-02-06 16:00:00,448.654,441.62,417.92,435.836,443.769,436.843,441.745,441.862,450.319,,,,,,,,
2021-02-06 17:00:00,274.765,276.922,260.246,271.304,272.151,264.549,271.383,273.484,270.161,,,,,,,,
2021-02-06 18:00:00,155.1,155.444,150.813,150.599,151.759,144.806,147.623,154.115,153.444,,,,,,,,
2021-02-06 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-06 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-06 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-06 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-07 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-07 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-07 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-07 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-07 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-07 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-07 09:00:00,32.743,31.506,24.976,33.186,34.793,38.675,42.247,31.112,31.613,,,,,,,,
2021-02-07 10:00:00,166.482,167.912,140.441,172.676,173.812,181.428,188.435,162.393,161.28,,,,,,,,
2021-02-07 11:00:00,318.543,324.026,271.336,329.846,330.383,338.392,346.828,312.472,310.993,,,,,,,,
2021-02-07 12:00:00,430.523,429.128,361.332,442.906,437.913,454.944,461.289,422.5,422.37,,,,,,,,
2021-02-07 13:00:00,502.203,488.145,413.207,512.629,500.165,529.749,532.111,492.526,494.949,,,,,,,,
2021-02-07 14:00:00,526.781,500.691,426.626,530.601,514.672,551.117,549.49,515.184,521.073,,,,,,,,
2021-02-07 15:00:00,480.241,454.496,394.086,461.422,464.345,476.784,475.04,462.597,474.288,,,,,,,,
2021-02-07 16:00:00,391.641,370.045,327.96,353.687,374.784,362.42,361.383,370.042,385.793,,,,,,,,
2021-02-07 17:00:00,262.827,259.035,215.244,251.294,268.215,258.52,261.627,263.38,267.197,,,,,,,,
2021-02-07 18:00:00,150.517,146.285,125.656,140.609,149.096,143.068,144.523,151.111,151.778,,,,,,,,
2021-02-07 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-07 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-07 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-07 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-07 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-08 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-08 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-08 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-08 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-08 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-08 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-08 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-08 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-08 09:00:00,26.577,28.638,22.48,31.72,31.313,29.823,25.562,26.671,26.797,,,,,,,,
2021-02-08 10:00:00,138.686,152.435,128.335,163.839,153.512,149.311,134.436,140.627,139.204,,,,,,,,
2021-02-08 11:00:00,278.234,301.963,257.227,317.141,296.213,298.3,279.047,280.45,279.168,,,,,,,,
2021-02-08 12:00:00,400.55,417.653,347.155,421.268,419.466,416.951,368.129,400.515,400.238,,,,,,,,
2021-02-08 13:00:00,496.822,497.526,401.544,481.09,514.02,502.361,414.644,493.012,494.481,,,,,,,,
2021-02-08 14:00:00,544.477,522.81,412.448,489.769,558.483,541.793,425.476,535.197,539.976,,,,,,,,
2021-02-08 15:00:00,479.044,422.69,338.166,407.333,493.392,498.635,405.992,457.649,472.473,,,,,,,,
2021-02-08 16:00:00,369.572,288.167,237.301,293.229,383.371,409.285,350.911,339.233,361.943,,,,,,,,
2021-02-08 17:00:00,219.788,211.174,142.971,195.623,238.225,241.238,239.234,204.817,204.008,,,,,,,,
2021-02-08 18:00:00,113.962,110.475,71.501,96.72,128.81,130.947,131.107,103.478,108.402,,,,,,,,
2021-02-08 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-08 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-08 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-08 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-08 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-09 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-09 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-09 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-09 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-09 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-09 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-09 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-09 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-09 09:00:00,30.187,30.493,27.84,29.191,32.143,36.958,40.296,28.601,30.116,,,,,,,,
2021-02-09 10:00:00,131.661,145.416,144.884,138.984,142.42,161.412,168.157,134.02,132.17,,,,,,,,
2021-02-09 11:00:00,232.335,268.611,275.603,257.782,256.135,291.247,303.059,246.837,236.246,,,,,,,,
2021-02-09 12:00:00,323.064,358.744,361.646,342.452,344.29,364.73,405.188,335.003,333.864,,,,,,,,
2021-02-09 13:00:00,393.038,415.123,407.923,393.673,403.05,392.671,472.048,394.913,412.261,,,,,,,,
2021-02-09 14:00:00,426.56,433.194,416.181,408.528,424.523,384.687,495.79,418.979,452.678,,,,,,,,
2021-02-09 15:00:00,387.952,397.89,382.086,375.345,387.769,354.469,454.499,387.639,412.762,,,,,,,,
2021-02-09 16:00:00,313.843,328.215,316.599,309.857,317.013,296.645,373.213,321.815,334.374,,,,,,,,
2021-02-09 17:00:00,214.232,201.978,207.71,223.751,196.38,166.74,210.962,208.393,221.872,,,,,,,,
2021-02-09 18:00:00,125.227,117.088,130.364,127.984,115.706,97.407,121.502,120.778,130.613,,,,,,,,
2021-02-09 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-09 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-09 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-09 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-09 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-10 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-10 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-10 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-10 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-10 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-10 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-10 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-10 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-10 09:00:00,32.09,36.036,34.94,27.213,32.783,32.9,34.143,37.337,30.309,,,,,,,,
2021-02-10 10:00:00,151.695,171.743,176.884,131.605,154.27,151.885,151.207,174.609,144.846,,,,,,,,
2021-02-10 11:00:00,290.592,324.51,338.695,255.583,296.487,292.284,290.103,326.814,281.527,,,,,,,,
2021-02-10 12:00:00,399.853,442.222,462.304,371.168,404.555,387.105,400.971,439.293,395.543,,,,,,,,
2021-02-10 13:00:00,476.524,522.12,545.512,466.194,477.672,442.356,480.653,511.628,481.024,,,,,,,,
2021-02-10 14:00:00,513.156,555.949,580.081,522.463,510.432,456.498,516.662,539.423,525.658,,,,,,,,
2021-02-10 15:00:00,493.649,522.086,542.253,504.213,490.027,414.029,473.655,510.637,501.527,,,,,,,,
2021-02-10 16:00:00,428.618,441.337,456.399,436.288,424.736,336.65,387.625,436.646,430.345,,,,,,,,
2021-02-10 17:00:00,270.671,280.353,299.387,281.917,258.411,212.299,241.803,285.832,260.913,,,,,,,,
2021-02-10 18:00:00,158.721,163.289,176.272,161.706,151.162,124.507,138.338,166.0,153.814,,,,,,,,
2021-02-10 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-10 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-10 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-10 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-10 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-02-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
