Tarih,İzmir,Aliağa,Çeşme,Bergama,Manisa,Akhisar,Salihli,Çiğli,Menderes,Alaşehir,Demirci,Güzelyalı,Kula,Ödemiş,Soma,Urla
2021-02-01 19:00:00,2.911,3.301,3.194,3.579,3.081,3.056,3.116,3.015,2.924,,,,,,,
2021-02-01 20:00:00,2.975,3.392,3.267,3.676,3.106,2.991,3.074,3.126,2.993,,,,,,,
2021-02-01 21:00:00,3.045,3.481,3.334,3.77,3.134,2.922,3.033,3.243,3.066,,,,,,,
2021-02-01 22:00:00,3.047,3.433,3.357,3.723,3.136,3.137,3.115,3.254,3.094,,,,,,,
2021-02-01 23:00:00,3.051,3.378,3.388,3.686,3.137,3.329,3.211,3.267,3.125,,,,,,,
2021-02-02 00:00:00,3.054,3.312,3.431,3.657,3.139,3.491,3.32,3.282,3.16,,,,,,,
2021-02-02 01:00:00,3.081,3.298,3.472,3.641,3.277,3.507,3.342,3.29,3.208,,,,,,,
2021-02-02 02:00:00,3.115,3.28,3.52,3.62,3.431,3.524,3.366,3.302,3.266,,,,,,,
2021-02-02 03:00:00,3.079,3.067,3.285,3.163,3.114,3.247,3.087,3.197,3.116,,,,,,,
2021-02-02 04:00:00,3.104,3.074,3.313,3.254,3.16,3.268,3.102,3.178,3.187,,,,,,,
2021-02-02 05:00:00,3.136,3.083,3.35,3.381,3.236,3.301,3.126,3.152,3.272,,,,,,,
2021-02-02 06:00:00,3.182,3.096,3.4,3.561,3.391,3.366,3.164,3.118,3.374,,,,,,,
2021-02-02 07:00:00,3.178,3.025,3.264,3.512,3.429,3.345,3.144,3.172,3.363,,,,,,,
2021-02-02 08:00:00,3.174,2.964,3.125,3.458,3.493,3.263,3.122,3.219,3.351,,,,,,,
2021-02-02 09:00:00,3.169,2.91,2.988,3.399,3.619,0.542,3.1,3.26,3.337,,,,,,,
2021-02-02 10:00:00,3.17,2.979,2.976,3.441,3.64,5.215,3.14,3.258,3.355,,,,,,,
2021-02-02 11:00:00,3.17,3.043,2.966,3.477,3.655,4.63,3.18,3.255,3.374,,,,,,,
2021-02-02 12:00:00,3.171,3.102,2.958,3.508,3.667,4.496,3.221,3.253,3.393,,,,,,,
2021-02-02 13:00:00,3.197,3.142,2.997,3.572,3.674,4.454,3.263,3.269,3.392,,,,,,,
2021-02-02 14:00:00,3.225,3.186,3.037,3.638,3.68,4.411,3.313,3.287,3.391,,,,,,,
2021-02-02 15:00:00,3.059,3.249,2.977,3.543,3.379,4.751,3.131,3.179,3.194,,,,,,,
2021-02-02 16:00:00,3.067,3.191,2.957,3.581,3.546,5.211,3.202,3.187,3.243,,,,,,,
2021-02-02 17:00:00,3.077,3.118,2.933,3.635,3.776,5.579,3.299,3.198,3.321,,,,,,,
2021-02-02 18:00:00,3.095,3.025,2.905,3.718,4.07,5.819,3.438,3.213,3.46,,,,,,,
2021-02-02 19:00:00,3.089,3.045,2.902,3.772,4.14,6.261,3.311,3.2,3.563,,,,,,,
2021-02-02 20:00:00,3.081,3.069,2.898,3.852,4.239,0.441,3.232,3.185,3.746,,,,,,,
2021-02-02 21:00:00,3.07,3.098,2.894,3.983,4.386,0.776,3.179,3.165,4.11,,,,,,,
2021-02-02 22:00:00,2.919,3.031,2.872,3.936,4.217,0.844,3.187,3.122,3.986,,,,,,,
2021-02-02 23:00:00,2.767,2.943,2.847,3.062,3.857,0.919,3.196,3.076,3.837,,,,,,,
2021-02-03 00:00:00,2.622,2.826,2.82,1.005,3.125,1.002,3.204,3.029,3.664,,,,,,,
2021-02-03 01:00:00,2.553,2.75,2.852,0.946,2.569,0.999,3.122,3.044,3.592,,,,,,,
2021-02-03 02:00:00,2.473,2.662,2.886,0.89,1.406,0.995,3.045,3.061,3.415,,,,,,,
2021-02-03 03:00:00,2.563,1.772,3.017,6.169,3.624,3.926,3.553,2.659,2.46,,,,,,,
2021-02-03 04:00:00,2.386,1.86,3.071,6.078,3.439,3.653,3.471,2.535,1.951,,,,,,,
2021-02-03 05:00:00,2.17,2.08,3.149,5.943,2.638,1.017,3.342,2.401,1.275,,,,,,,
2021-02-03 06:00:00,1.926,2.956,3.267,5.729,1.322,0.93,3.124,2.26,0.833,,,,,,,
2021-02-03 07:00:00,1.921,1.522,3.075,0.71,1.44,0.892,3.09,2.169,0.84,,,,,,,
2021-02-03 08:00:00,1.915,1.29,2.609,0.937,1.532,0.848,3.054,2.048,0.847,,,,,,,
2021-02-03 09:00:00,1.909,1.214,1.705,1.016,1.605,0.798,3.016,1.886,0.855,,,,,,,
2021-02-03 10:00:00,1.989,1.21,1.845,1.072,1.466,0.122,2.629,1.834,0.765,,,,,,,
2021-02-03 11:00:00,2.11,1.206,1.915,1.129,1.333,5.127,1.165,1.777,0.654,,,,,,,
2021-02-03 12:00:00,2.311,1.201,1.957,1.186,1.211,4.749,0.568,1.714,0.517,,,,,,,
2021-02-03 13:00:00,2.656,1.022,2.046,1.436,0.65,4.984,0.107,1.15,0.445,,,,,,,
2021-02-03 14:00:00,4.734,0.314,2.372,3.905,0.002,5.111,5.919,0.369,4.821,,,,,,,
2021-02-03 15:00:00,4.828,5.005,5.197,4.388,5.384,5.167,5.449,5.555,4.429,,,,,,,
2021-02-03 16:00:00,4.911,5.193,4.938,4.449,5.322,5.117,5.501,5.584,4.449,,,,,,,
2021-02-03 17:00:00,5.037,5.435,4.7,4.534,5.246,5.021,5.568,5.623,4.467,,,,,,,
2021-02-03 18:00:00,5.241,5.716,4.503,4.658,5.152,4.786,5.66,5.679,4.483,,,,,,,
2021-02-03 19:00:00,5.606,6.114,4.852,5.011,4.914,6.015,5.042,5.93,5.181,,,,,,,
2021-02-03 20:00:00,0.368,0.588,5.381,5.713,4.675,0.882,3.997,0.677,5.864,,,,,,,
2021-02-03 21:00:00,1.11,1.206,5.886,0.093,4.46,1.061,3.554,1.701,6.194,,,,,,,
2021-02-03 22:00:00,1.356,1.379,6.176,0.195,4.379,1.154,3.399,2.095,0.097,,,,,,,
2021-02-03 23:00:00,1.544,1.528,0.293,0.279,4.247,1.254,3.269,2.417,0.292,,,,,,,
2021-02-04 00:00:00,1.683,1.653,0.713,0.348,4.006,1.357,3.162,2.64,0.484,,,,,,,
2021-02-04 01:00:00,1.79,1.732,1.047,0.4,3.348,1.363,3.16,2.619,0.639,,,,,,,
2021-02-04 02:00:00,1.869,1.795,1.662,0.448,2.544,1.369,3.159,2.604,0.787,,,,,,,
2021-02-04 03:00:00,1.791,1.816,2.228,0.621,2.166,1.513,2.983,2.608,0.873,,,,,,,
2021-02-04 04:00:00,1.826,1.826,2.393,0.665,1.986,1.421,3.059,2.584,0.912,,,,,,,
2021-02-04 05:00:00,1.858,1.835,2.576,0.71,1.855,1.319,3.146,2.56,0.952,,,,,,,
2021-02-04 06:00:00,1.888,1.843,2.768,0.754,1.759,1.208,3.248,2.537,0.992,,,,,,,
2021-02-04 07:00:00,1.913,1.88,2.764,0.818,1.658,1.239,3.166,2.613,0.999,,,,,,,
2021-02-04 08:00:00,1.937,1.912,2.762,0.893,1.555,1.31,3.086,2.676,1.007,,,,,,,
2021-02-04 09:00:00,1.959,1.941,2.761,0.979,1.455,1.627,3.008,2.729,1.014,,,,,,,
2021-02-04 10:00:00,2.157,2.056,2.895,0.981,1.3,4.584,2.815,2.831,1.162,,,,,,,
2021-02-04 11:00:00,2.595,2.19,3.017,0.985,1.141,4.635,0.631,2.98,1.425,,,,,,,
2021-02-04 12:00:00,3.387,2.34,3.126,0.99,0.987,4.646,0.179,3.205,1.898,,,,,,,
2021-02-04 13:00:00,3.69,2.68,3.307,4.372,0.718,4.554,6.28,3.364,2.894,,,,,,,
2021-02-04 14:00:00,3.96,3.093,3.434,4.241,0.043,4.478,6.116,3.55,3.507,,,,,,,
2021-02-04 15:00:00,4.115,3.795,3.632,3.937,3.284,4.157,5.968,4.464,3.584,,,,,,,
2021-02-04 16:00:00,4.409,3.964,3.674,4.084,4.461,4.113,5.849,4.471,3.816,,,,,,,
2021-02-04 17:00:00,4.693,4.229,3.719,4.229,4.599,4.042,5.718,4.475,4.07,,,,,,,
2021-02-04 18:00:00,4.928,4.619,3.768,4.364,4.647,3.909,5.58,4.478,4.315,,,,,,,
2021-02-04 19:00:00,4.778,4.507,3.725,4.64,4.558,2.798,4.892,4.098,4.549,,,,,,,
2021-02-04 20:00:00,3.69,1.733,3.667,5.237,4.46,1.217,3.918,3.701,5.058,,,,,,,
2021-02-04 21:00:00,2.31,1.6,3.584,5.996,4.354,1.096,3.524,3.386,5.831,,,,,,,
2021-02-04 22:00:00,2.052,1.649,3.501,6.176,4.33,1.183,3.481,3.243,0.121,,,,,,,
2021-02-04 23:00:00,1.861,1.678,3.316,0.064,4.297,1.26,3.426,3.073,0.454,,,,,,,
2021-02-05 00:00:00,1.723,1.698,2.715,0.219,4.249,1.328,3.354,2.882,0.632,,,,,,,
2021-02-05 01:00:00,1.631,1.591,1.933,0.376,4.044,1.276,3.305,2.748,0.575,,,,,,,
2021-02-05 02:00:00,1.539,1.493,1.321,0.498,2.722,1.221,3.235,2.577,0.511,,,,,,,
2021-02-05 03:00:00,1.349,1.485,1.481,0.744,1.304,1.109,2.404,1.973,0.666,,,,,,,
2021-02-05 04:00:00,1.295,1.439,1.247,0.746,1.341,1.142,2.577,1.712,0.614,,,,,,,
2021-02-05 05:00:00,1.237,1.394,1.026,0.748,1.378,1.188,2.75,1.419,0.549,,,,,,,
2021-02-05 06:00:00,1.175,1.35,0.836,0.751,1.417,1.254,2.912,1.139,0.466,,,,,,,
2021-02-05 07:00:00,1.204,1.39,0.833,0.75,1.412,1.228,2.61,1.001,0.495,,,,,,,
2021-02-05 08:00:00,1.231,1.426,0.831,0.748,1.408,1.2,2.438,0.898,0.522,,,,,,,
2021-02-05 09:00:00,1.255,1.459,0.829,0.747,1.406,1.169,2.333,0.82,0.548,,,,,,,
2021-02-05 10:00:00,1.064,1.474,0.824,0.871,1.354,0.893,1.581,0.609,0.658,,,,,,,
2021-02-05 11:00:00,0.848,1.493,0.82,0.999,1.314,4.796,0.927,0.417,0.785,,,,,,,
2021-02-05 12:00:00,0.625,1.519,0.815,1.125,1.282,4.574,0.628,0.252,0.93,,,,,,,
2021-02-05 13:00:00,0.453,1.284,0.788,1.03,1.253,4.612,0.569,0.137,0.639,,,,,,,
2021-02-05 14:00:00,0.26,0.835,0.745,0.936,1.218,4.652,0.505,0.002,0.187,,,,,,,
2021-02-05 15:00:00,5.637,5.646,5.575,0.956,1.407,4.421,0.296,5.931,5.118,,,,,,,
2021-02-05 16:00:00,5.549,5.482,5.329,0.547,1.306,4.467,0.221,5.743,4.987,,,,,,,
2021-02-05 17:00:00,5.473,5.351,3.679,6.108,1.118,4.527,0.094,5.528,4.888,,,,,,,
2021-02-05 18:00:00,5.407,5.249,2.945,5.525,0.702,4.61,6.136,5.302,4.813,,,,,,,
2021-02-05 19:00:00,6.007,5.708,3.242,6.113,5.12,6.226,3.681,5.075,5.298,,,,,,,
2021-02-05 20:00:00,1.146,0.79,3.46,0.145,4.325,1.083,3.342,2.491,6.0,,,,,,,
2021-02-05 21:00:00,1.542,1.331,3.613,0.309,4.231,1.172,3.291,2.346,0.194,,,,,,,
2021-02-05 22:00:00,1.751,1.573,3.497,0.351,4.053,1.205,3.24,2.567,0.499,,,,,,,
2021-02-05 23:00:00,1.923,1.783,3.396,0.387,3.564,1.247,3.193,2.735,0.77,,,,,,,
2021-02-06 00:00:00,2.06,1.952,3.308,0.419,2.505,1.301,3.15,2.862,0.982,,,,,,,
2021-02-06 01:00:00,2.081,1.923,3.073,0.473,2.377,1.299,3.131,2.823,0.963,,,,,,,
2021-02-06 02:00:00,2.102,1.9,2.862,0.531,2.259,1.297,3.113,2.789,0.944,,,,,,,
2021-02-06 03:00:00,1.807,1.748,2.127,0.845,1.43,1.313,2.661,2.401,1.002,,,,,,,
2021-02-06 04:00:00,1.889,1.809,2.31,0.811,1.445,1.268,2.825,2.53,0.949,,,,,,,
2021-02-06 05:00:00,1.995,1.874,2.539,0.768,1.473,1.208,2.994,2.669,0.874,,,,,,,
2021-02-06 06:00:00,2.132,1.944,2.803,0.708,1.541,1.127,3.158,2.815,0.76,,,,,,,
2021-02-06 07:00:00,2.12,1.923,2.715,0.755,1.535,1.194,3.145,2.729,0.826,,,,,,,
2021-02-06 08:00:00,2.109,1.905,2.652,0.802,1.531,1.267,3.131,2.647,0.894,,,,,,,
2021-02-06 09:00:00,2.099,1.889,2.606,0.847,1.529,1.347,3.116,2.572,0.962,,,,,,,
2021-02-06 10:00:00,2.298,1.981,2.749,0.889,1.365,1.952,3.039,2.699,1.289,,,,,,,
2021-02-06 11:00:00,2.516,2.102,2.86,0.958,1.232,3.879,2.681,2.824,1.673,,,,,,,
2021-02-06 12:00:00,2.735,2.264,2.947,1.098,1.126,4.092,0.581,2.945,2.021,,,,,,,
2021-02-06 13:00:00,2.845,2.705,3.017,4.241,1.173,4.145,6.258,3.082,2.578,,,,,,,
2021-02-06 14:00:00,2.935,3.184,3.078,4.24,1.353,4.192,5.938,3.184,2.974,,,,,,,
2021-02-06 15:00:00,2.341,3.672,3.102,4.286,1.02,4.313,0.489,2.981,2.374,,,,,,,
2021-02-06 16:00:00,2.577,3.521,3.107,4.326,1.353,3.992,0.326,3.043,2.679,,,,,,,
2021-02-06 17:00:00,2.775,3.42,3.111,4.374,2.923,3.679,5.853,3.09,2.959,,,,,,,
2021-02-06 18:00:00,2.933,3.35,3.115,4.432,3.549,3.423,4.41,3.127,3.182,,,,,,,
2021-02-06 19:00:00,2.812,3.259,3.106,4.396,3.685,2.561,3.631,3.065,3.108,,,,,,,
2021-02-06 20:00:00,2.684,3.181,3.096,4.351,3.81,1.653,3.402,3.0,3.013,,,,,,,
2021-02-06 21:00:00,2.551,3.114,3.087,4.292,3.922,1.346,3.306,2.932,2.891,,,,,,,
2021-02-06 22:00:00,2.497,3.015,3.07,4.49,3.843,1.407,3.307,2.901,2.645,,,,,,,
2021-02-06 23:00:00,2.446,2.916,3.054,4.882,3.728,1.464,3.309,2.873,2.376,,,,,,,
2021-02-07 00:00:00,2.396,2.818,3.04,5.542,3.55,1.517,3.31,2.846,2.122,,,,,,,
2021-02-07 01:00:00,2.365,2.733,2.993,0.005,3.263,1.52,3.268,2.79,1.967,,,,,,,
2021-02-07 02:00:00,2.338,2.655,2.95,0.496,2.891,1.522,3.228,2.743,1.835,,,,,,,
2021-02-07 03:00:00,2.116,2.36,2.708,0.547,1.172,1.211,3.168,2.584,1.386,,,,,,,
2021-02-07 04:00:00,2.197,2.39,2.769,0.601,1.405,1.229,3.163,2.645,1.442,,,,,,,
2021-02-07 05:00:00,2.28,2.417,2.82,0.667,1.812,1.25,3.158,2.704,1.513,,,,,,,
2021-02-07 06:00:00,2.366,2.441,2.864,0.749,2.378,1.275,3.153,2.761,1.602,,,,,,,
2021-02-07 07:00:00,2.369,2.417,2.873,0.818,2.484,1.354,3.177,2.758,1.646,,,,,,,
2021-02-07 08:00:00,2.372,2.396,2.881,0.89,2.559,1.43,3.201,2.755,1.682,,,,,,,
2021-02-07 09:00:00,2.374,2.376,2.89,0.963,2.615,1.504,3.226,2.752,1.714,,,,,,,
2021-02-07 10:00:00,2.526,2.54,2.964,1.156,2.019,2.175,3.217,2.801,2.079,,,,,,,
2021-02-07 11:00:00,2.642,2.671,3.026,1.417,1.735,3.275,3.205,2.841,2.317,,,,,,,
2021-02-07 12:00:00,2.73,2.774,3.078,1.734,1.593,3.68,3.185,2.874,2.469,,,,,,,
2021-02-07 13:00:00,2.856,2.922,3.137,3.237,2.442,3.806,3.699,2.997,2.814,,,,,,,
2021-02-07 14:00:00,2.981,3.065,3.195,3.528,3.115,3.897,4.067,3.121,3.076,,,,,,,
2021-02-07 15:00:00,3.027,3.211,3.189,3.797,3.441,4.125,4.215,3.196,3.183,,,,,,,
2021-02-07 16:00:00,3.034,3.217,3.155,3.756,3.457,3.954,3.957,3.147,3.182,,,,,,,
2021-02-07 17:00:00,3.041,3.223,3.121,3.716,3.469,3.787,3.718,3.102,3.18,,,,,,,
2021-02-07 18:00:00,3.047,3.228,3.088,3.678,3.478,3.631,3.52,3.059,3.179,,,,,,,
2021-02-07 19:00:00,2.998,3.169,3.071,3.662,3.478,3.35,3.375,3.041,3.151,,,,,,,
2021-02-07 20:00:00,2.945,3.111,3.056,3.644,3.479,2.989,3.278,3.023,3.121,,,,,,,
2021-02-07 21:00:00,2.888,3.057,3.042,3.62,3.48,2.62,3.209,3.005,3.087,,,,,,,
2021-02-07 22:00:00,2.9,3.071,3.018,3.653,3.428,2.522,3.21,3.003,3.057,,,,,,,
2021-02-07 23:00:00,2.909,3.084,2.994,3.682,3.384,2.413,3.212,3.0,3.033,,,,,,,
2021-02-08 00:00:00,2.917,3.095,2.971,3.707,3.345,2.294,3.213,2.999,3.014,,,,,,,
2021-02-08 01:00:00,2.884,3.061,2.928,3.655,3.263,2.229,3.194,2.975,2.957,,,,,,,
2021-02-08 02:00:00,2.85,3.028,2.885,3.591,3.167,2.157,3.173,2.952,2.886,,,,,,,
2021-02-08 03:00:00,3.228,3.237,3.018,4.259,4.227,4.517,3.741,3.176,3.409,,,,,,,
2021-02-08 04:00:00,3.182,3.24,3.054,4.133,4.249,4.634,3.54,3.181,3.305,,,,,,,
2021-02-08 05:00:00,3.133,3.243,3.087,4.001,4.284,0.593,3.316,3.187,3.194,,,,,,,
2021-02-08 06:00:00,3.078,3.246,3.118,3.868,4.351,1.14,3.091,3.192,3.08,,,,,,,
2021-02-08 07:00:00,2.951,3.145,3.049,3.722,3.677,1.422,3.073,3.083,2.96,,,,,,,
2021-02-08 08:00:00,2.851,3.063,2.988,3.527,2.903,1.6,3.056,2.994,2.87,,,,,,,
2021-02-08 09:00:00,2.771,2.995,2.934,3.277,2.532,1.715,3.04,2.921,2.8,,,,,,,
2021-02-08 10:00:00,2.809,2.993,2.922,3.256,2.812,2.345,3.082,2.924,2.863,,,,,,,
2021-02-08 11:00:00,2.841,2.992,2.911,3.247,2.924,2.723,3.121,2.928,2.91,,,,,,,
2021-02-08 12:00:00,2.868,2.99,2.901,3.242,2.982,2.919,3.157,2.931,2.947,,,,,,,
2021-02-08 13:00:00,2.902,3.018,2.923,3.279,3.041,2.948,3.145,2.947,2.971,,,,,,,
2021-02-08 14:00:00,2.934,3.044,2.943,3.313,3.094,2.966,3.135,2.962,2.994,,,,,,,
2021-02-08 15:00:00,2.943,3.077,2.943,3.315,3.149,3.065,3.219,2.948,2.991,,,,,,,
2021-02-08 16:00:00,3.058,3.189,2.994,3.431,3.311,3.201,3.212,3.075,3.111,,,,,,,
2021-02-08 17:00:00,3.18,3.294,3.047,3.523,3.464,3.331,3.206,3.21,3.23,,,,,,,
2021-02-08 18:00:00,3.307,3.389,3.104,3.596,3.603,3.451,3.2,3.349,3.345,,,,,,,
2021-02-08 19:00:00,3.274,3.395,3.151,3.594,3.489,3.327,3.214,3.353,3.304,,,,,,,
2021-02-08 20:00:00,3.238,3.4,3.207,3.592,3.36,3.195,3.231,3.357,3.259,,,,,,,
2021-02-08 21:00:00,3.199,3.406,3.274,3.59,3.218,3.06,3.25,3.362,3.208,,,,,,,
2021-02-08 22:00:00,3.224,3.442,3.418,3.625,3.337,3.114,3.351,3.415,3.258,,,,,,,
2021-02-08 23:00:00,3.255,3.483,3.574,3.667,3.475,3.175,3.44,3.478,3.326,,,,,,,
2021-02-09 00:00:00,3.295,3.529,3.734,3.718,3.631,3.247,3.517,3.554,3.421,,,,,,,
2021-02-09 01:00:00,3.343,3.553,3.756,3.775,3.697,3.372,3.499,3.575,3.459,,,,,,,
2021-02-09 02:00:00,3.399,3.582,3.782,3.841,3.775,3.498,3.477,3.597,3.509,,,,,,,
2021-02-09 03:00:00,3.474,3.596,3.692,3.903,3.902,3.723,3.553,3.591,3.51,,,,,,,
2021-02-09 04:00:00,3.427,3.561,3.689,3.85,3.846,3.645,3.507,3.57,3.483,,,,,,,
2021-02-09 05:00:00,3.372,3.521,3.686,3.779,3.772,3.546,3.443,3.545,3.453,,,,,,,
2021-02-09 06:00:00,3.308,3.473,3.681,3.68,3.67,3.419,3.35,3.518,3.419,,,,,,,
2021-02-09 07:00:00,3.28,3.441,3.646,3.656,3.641,3.367,3.305,3.474,3.398,,,,,,,
2021-02-09 08:00:00,3.253,3.409,3.613,3.633,3.606,3.313,3.255,3.429,3.379,,,,,,,
2021-02-09 09:00:00,3.226,3.379,3.582,3.611,3.56,3.255,3.2,3.384,3.362,,,,,,,
2021-02-09 10:00:00,3.298,3.426,3.598,3.648,3.595,3.348,3.304,3.421,3.427,,,,,,,
2021-02-09 11:00:00,3.353,3.467,3.612,3.676,3.615,3.419,3.404,3.452,3.472,,,,,,,
2021-02-09 12:00:00,3.397,3.504,3.624,3.7,3.627,3.475,3.5,3.478,3.506,,,,,,,
2021-02-09 13:00:00,3.406,3.523,3.62,3.741,3.655,3.526,3.541,3.497,3.501,,,,,,,
2021-02-09 14:00:00,3.414,3.541,3.616,3.78,3.681,3.574,3.578,3.514,3.496,,,,,,,
2021-02-09 15:00:00,3.173,3.484,3.509,3.802,3.5,3.524,3.318,3.338,3.263,,,,,,,
2021-02-09 16:00:00,3.224,3.498,3.527,3.795,3.539,3.576,3.392,3.349,3.318,,,,,,,
2021-02-09 17:00:00,3.274,3.511,3.544,3.788,3.577,3.63,3.467,3.359,3.376,,,,,,,
2021-02-09 18:00:00,3.322,3.524,3.561,3.782,3.614,3.684,3.541,3.37,3.435,,,,,,,
2021-02-09 19:00:00,3.317,3.482,3.537,3.713,3.616,3.659,3.491,3.377,3.424,,,,,,,
2021-02-09 20:00:00,3.311,3.441,3.515,3.639,3.619,3.625,3.44,3.385,3.41,,,,,,,
2021-02-09 21:00:00,3.304,3.4,3.494,3.56,3.623,3.573,3.387,3.394,3.392,,,,,,,
2021-02-09 22:00:00,3.273,3.438,3.532,3.639,3.577,3.531,3.391,3.381,3.362,,,,,,,
2021-02-09 23:00:00,3.245,3.472,3.573,3.708,3.536,3.498,3.395,3.369,3.335,,,,,,,
2021-02-10 00:00:00,3.217,3.503,3.618,3.769,3.5,3.471,3.398,3.357,3.311,,,,,,,
2021-02-10 01:00:00,3.287,3.496,3.665,3.809,3.672,3.454,3.464,3.429,3.371,,,,,,,
2021-02-10 02:00:00,3.371,3.487,3.72,3.852,3.829,3.439,3.526,3.518,3.455,,,,,,,
2021-02-10 03:00:00,3.665,3.522,3.814,3.734,3.945,3.669,3.575,3.773,3.616,,,,,,,
2021-02-10 04:00:00,3.663,3.605,3.869,3.877,3.942,3.717,3.58,3.733,3.724,,,,,,,
2021-02-10 05:00:00,3.66,3.716,3.941,4.053,3.937,3.787,3.585,3.687,3.847,,,,,,,
2021-02-10 06:00:00,3.656,3.87,4.037,4.259,3.931,3.897,3.591,3.635,3.985,,,,,,,
2021-02-10 07:00:00,3.488,3.777,4.093,4.102,3.866,3.654,3.518,3.576,3.823,,,,,,,
2021-02-10 08:00:00,3.237,3.633,4.155,3.795,3.748,3.267,3.424,3.495,3.533,,,,,,,
2021-02-10 09:00:00,2.885,3.396,4.224,3.201,3.485,2.776,3.298,3.379,3.03,,,,,,,
2021-02-10 10:00:00,3.109,3.463,4.133,3.43,3.617,3.167,3.491,3.567,3.134,,,,,,,
2021-02-10 11:00:00,3.302,3.516,4.049,3.579,3.682,3.458,3.673,3.723,3.209,,,,,,,
2021-02-10 12:00:00,3.458,3.559,3.972,3.68,3.722,3.652,3.835,3.849,3.266,,,,,,,
2021-02-10 13:00:00,3.503,3.613,3.839,3.756,3.794,3.646,3.839,3.789,3.413,,,,,,,
2021-02-10 14:00:00,3.545,3.658,3.712,3.82,3.861,3.64,3.842,3.73,3.554,,,,,,,
2021-02-10 15:00:00,3.536,3.655,3.6,3.835,3.869,3.661,3.642,3.673,3.704,,,,,,,
2021-02-10 16:00:00,3.441,3.608,3.524,3.849,3.832,3.66,3.642,3.582,3.555,,,,,,,
2021-02-10 17:00:00,3.34,3.563,3.455,3.865,3.785,3.659,3.643,3.49,3.407,,,,,,,
2021-02-10 18:00:00,3.234,3.521,3.392,3.885,3.727,3.658,3.643,3.399,3.265,,,,,,,
2021-02-10 19:00:00,3.1,3.414,3.376,3.879,3.685,3.507,3.484,3.277,3.177,,,,,,,
2021-02-10 20:00:00,2.967,3.3,3.359,3.87,3.627,3.269,3.342,3.155,3.084,,,,,,,
2021-02-10 21:00:00,2.84,3.184,3.341,3.856,3.541,2.902,3.22,3.037,2.987,,,,,,,
2021-02-10 22:00:00,2.854,3.174,3.32,3.77,3.489,2.869,3.207,3.057,2.991,,,,,,,
2021-02-10 23:00:00,2.866,3.164,3.3,3.686,3.44,2.834,3.193,3.073,2.994,,,,,,,
2021-02-11 00:00:00,2.876,3.156,3.283,3.606,3.396,2.798,3.179,3.087,2.997,,,,,,,
2021-02-11 01:00:00,2.853,3.154,3.269,3.549,3.346,2.598,3.17,3.083,2.943,,,,,,,
2021-02-11 02:00:00,2.831,3.153,3.256,3.495,3.296,2.413,3.161,3.079,2.891,,,,,,,
2021-02-11 03:00:00,2.609,3.081,3.085,3.424,2.798,1.83,2.874,2.893,2.465,,,,,,,
2021-02-11 04:00:00,2.633,3.061,3.118,3.328,2.902,1.891,2.979,2.933,2.498,,,,,,,
2021-02-11 05:00:00,2.658,3.044,3.149,3.243,2.991,1.949,3.066,2.972,2.534,,,,,,,
