Tarih,İzmir,Aliağa,Çeşme,Bergama,Manisa,Akhisar,Salihli,Çiğli,Menderes,Alaşehir,Demirci,Güzelyalı,Kula,Ödemiş,Soma,Urla
2021-02-01 20:00:00,0.36,0.76,0.733,0.72,0.387,0.587,0.2,0.56,0.373,,,,,,,
2021-02-01 21:00:00,0.32,0.76,0.92,0.68,0.24,0.64,0.24,0.68,0.24,,,,,,,
2021-02-01 22:00:00,0.44,0.76,0.64,0.76,0.32,0.733,0.373,0.64,0.467,,,,,,,
2021-02-01 23:00:00,0.56,0.76,0.36,0.84,0.4,0.827,0.507,0.6,0.693,,,,,,,
2021-02-02 00:00:00,0.68,0.76,0.08,0.92,0.48,0.92,0.64,0.56,0.92,,,,,,,
2021-02-02 01:00:00,0.64,0.533,0.053,0.8,0.547,0.92,0.64,0.4,0.827,,,,,,,
2021-02-02 02:00:00,0.6,0.307,0.027,0.68,0.613,0.92,0.64,0.24,0.733,,,,,,,
2021-02-02 03:00:00,0.64,0.44,0.92,0.68,0.56,0.92,0.88,0.8,0.24,,,,,,,
2021-02-02 04:00:00,0.693,0.52,0.827,0.747,0.68,0.907,0.653,0.653,0.467,,,,,,,
2021-02-02 05:00:00,0.747,0.6,0.733,0.813,0.8,0.893,0.427,0.507,0.693,,,,,,,
2021-02-02 06:00:00,0.8,0.68,0.64,0.88,0.92,0.88,0.2,0.36,0.92,,,,,,,
2021-02-02 07:00:00,0.84,0.613,0.64,0.893,0.92,0.8,0.293,0.507,0.92,,,,,,,
2021-02-02 08:00:00,0.88,0.547,0.64,0.907,0.92,0.72,0.387,0.653,0.92,,,,,,,
2021-02-02 09:00:00,0.92,0.48,0.64,0.92,0.92,0.64,0.48,0.8,0.92,,,,,,,
2021-02-02 10:00:00,0.92,0.613,0.693,0.92,0.92,0.587,0.507,0.787,0.92,,,,,,,
2021-02-02 11:00:00,0.92,0.747,0.747,0.92,0.92,0.533,0.533,0.773,0.92,,,,,,,
2021-02-02 12:00:00,0.92,0.88,0.8,0.92,0.92,0.48,0.56,0.76,0.92,,,,,,,
2021-02-02 13:00:00,0.92,0.88,0.84,0.92,0.907,0.573,0.56,0.76,0.92,,,,,,,
2021-02-02 14:00:00,0.92,0.88,0.88,0.92,0.893,0.667,0.56,0.76,0.92,,,,,,,
2021-02-02 15:00:00,0.88,0.76,0.76,0.76,0.92,0.92,0.8,0.76,0.92,,,,,,,
2021-02-02 16:00:00,0.88,0.8,0.813,0.813,0.907,0.907,0.693,0.8,0.907,,,,,,,
2021-02-02 17:00:00,0.88,0.84,0.867,0.867,0.893,0.893,0.587,0.84,0.893,,,,,,,
2021-02-02 18:00:00,0.88,0.88,0.92,0.92,0.88,0.88,0.48,0.88,0.88,,,,,,,
2021-02-02 19:00:00,0.853,0.853,0.92,0.92,0.813,0.813,0.48,0.84,0.893,,,,,,,
2021-02-02 20:00:00,0.827,0.827,0.92,0.92,0.747,0.747,0.48,0.8,0.907,,,,,,,
2021-02-02 21:00:00,0.8,0.8,0.92,0.92,0.68,0.68,0.48,0.76,0.92,,,,,,,
2021-02-02 22:00:00,0.8,0.76,0.907,0.88,0.64,0.76,0.507,0.76,0.867,,,,,,,
2021-02-02 23:00:00,0.8,0.72,0.893,0.84,0.6,0.84,0.533,0.76,0.813,,,,,,,
2021-02-03 00:00:00,0.8,0.68,0.88,0.8,0.56,0.92,0.56,0.76,0.76,,,,,,,
2021-02-03 01:00:00,0.747,0.76,0.893,0.827,0.52,0.827,0.52,0.733,0.76,,,,,,,
2021-02-03 02:00:00,0.693,0.84,0.907,0.853,0.48,0.733,0.48,0.707,0.76,,,,,,,
2021-02-03 03:00:00,0.92,0.92,0.92,0.92,0.92,0.76,0.64,0.8,0.92,,,,,,,
2021-02-03 04:00:00,0.907,0.907,0.92,0.88,0.88,0.8,0.507,0.8,0.88,,,,,,,
2021-02-03 05:00:00,0.893,0.893,0.92,0.84,0.84,0.84,0.373,0.8,0.84,,,,,,,
2021-02-03 06:00:00,0.88,0.88,0.92,0.8,0.8,0.88,0.24,0.8,0.8,,,,,,,
2021-02-03 07:00:00,0.88,0.8,0.773,0.76,0.8,0.813,0.187,0.747,0.84,,,,,,,
2021-02-03 08:00:00,0.88,0.72,0.627,0.72,0.8,0.747,0.133,0.693,0.88,,,,,,,
2021-02-03 09:00:00,0.88,0.64,0.48,0.68,0.8,0.68,0.08,0.64,0.92,,,,,,,
2021-02-03 10:00:00,0.853,0.533,0.507,0.48,0.747,0.493,0.093,0.613,0.84,,,,,,,
2021-02-03 11:00:00,0.827,0.427,0.533,0.28,0.693,0.307,0.107,0.587,0.76,,,,,,,
2021-02-03 12:00:00,0.8,0.32,0.56,0.08,0.64,0.12,0.12,0.56,0.68,,,,,,,
2021-02-03 13:00:00,0.573,0.293,0.48,0.053,0.427,0.107,0.12,0.4,0.453,,,,,,,
2021-02-03 14:00:00,0.347,0.267,0.4,0.027,0.213,0.093,0.12,0.24,0.227,,,,,,,
2021-02-03 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-03 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-03 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-03 19:00:00,0.0,0.067,0.04,0.04,0.0,0.0,0.0,0.027,0.0,,,,,,,
2021-02-03 20:00:00,0.0,0.133,0.08,0.08,0.0,0.0,0.0,0.053,0.0,,,,,,,
2021-02-03 21:00:00,0.0,0.2,0.12,0.12,0.0,0.0,0.0,0.08,0.0,,,,,,,
2021-02-03 22:00:00,0.0,0.133,0.08,0.08,0.0,0.0,0.0,0.053,0.0,,,,,,,
2021-02-03 23:00:00,0.0,0.067,0.04,0.04,0.0,0.0,0.0,0.027,0.0,,,,,,,
2021-02-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-04 01:00:00,0.0,0.027,0.0,0.027,0.0,0.0,0.0,0.0,0.067,,,,,,,
2021-02-04 02:00:00,0.0,0.053,0.0,0.053,0.0,0.0,0.0,0.0,0.133,,,,,,,
2021-02-04 03:00:00,0.12,0.76,0.88,0.88,0.2,0.56,0.0,0.64,0.36,,,,,,,
2021-02-04 04:00:00,0.08,0.773,0.813,0.813,0.347,0.627,0.0,0.573,0.347,,,,,,,
2021-02-04 05:00:00,0.04,0.787,0.747,0.747,0.493,0.693,0.0,0.507,0.333,,,,,,,
2021-02-04 06:00:00,0.0,0.8,0.68,0.68,0.64,0.76,0.0,0.44,0.32,,,,,,,
2021-02-04 07:00:00,0.027,0.8,0.64,0.747,0.68,0.773,0.0,0.48,0.36,,,,,,,
2021-02-04 08:00:00,0.053,0.8,0.6,0.813,0.72,0.787,0.0,0.52,0.4,,,,,,,
2021-02-04 09:00:00,0.08,0.8,0.56,0.88,0.76,0.8,0.0,0.56,0.44,,,,,,,
2021-02-04 10:00:00,0.08,0.56,0.373,0.653,0.693,0.533,0.0,0.413,0.48,,,,,,,
2021-02-04 11:00:00,0.08,0.32,0.187,0.427,0.627,0.267,0.0,0.267,0.52,,,,,,,
2021-02-04 12:00:00,0.08,0.08,0.0,0.2,0.56,0.0,0.0,0.12,0.56,,,,,,,
2021-02-04 13:00:00,0.053,0.053,0.0,0.133,0.373,0.0,0.0,0.08,0.373,,,,,,,
2021-02-04 14:00:00,0.027,0.027,0.0,0.067,0.187,0.0,0.0,0.04,0.187,,,,,,,
2021-02-04 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-04 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-04 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-04 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-04 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-04 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,,,,,,,
2021-02-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,,,,,,,
2021-02-05 03:00:00,0.0,0.76,0.0,0.88,0.12,0.0,0.0,0.0,0.2,,,,,,,
2021-02-05 04:00:00,0.0,0.533,0.0,0.733,0.24,0.0,0.0,0.107,0.2,,,,,,,
2021-02-05 05:00:00,0.0,0.307,0.0,0.587,0.36,0.0,0.0,0.213,0.2,,,,,,,
2021-02-05 06:00:00,0.0,0.08,0.0,0.44,0.48,0.0,0.0,0.32,0.2,,,,,,,
2021-02-05 07:00:00,0.0,0.053,0.027,0.293,0.507,0.0,0.0,0.36,0.2,,,,,,,
2021-02-05 08:00:00,0.0,0.027,0.053,0.147,0.533,0.0,0.0,0.4,0.2,,,,,,,
2021-02-05 09:00:00,0.0,0.0,0.08,0.0,0.56,0.0,0.0,0.44,0.2,,,,,,,
2021-02-05 10:00:00,0.0,0.0,0.053,0.0,0.373,0.0,0.0,0.293,0.133,,,,,,,
2021-02-05 11:00:00,0.0,0.0,0.027,0.0,0.187,0.0,0.0,0.147,0.067,,,,,,,
2021-02-05 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-05 13:00:00,0.04,0.027,0.04,0.0,0.04,0.0,0.04,0.027,0.027,,,,,,,
2021-02-05 14:00:00,0.08,0.053,0.08,0.0,0.08,0.0,0.08,0.053,0.053,,,,,,,
2021-02-05 15:00:00,0.24,0.24,0.24,0.12,0.32,0.12,0.32,0.2,0.12,,,,,,,
2021-02-05 16:00:00,0.24,0.187,0.187,0.08,0.253,0.107,0.32,0.173,0.2,,,,,,,
2021-02-05 17:00:00,0.24,0.133,0.133,0.04,0.187,0.093,0.32,0.147,0.28,,,,,,,
2021-02-05 18:00:00,0.24,0.08,0.08,0.0,0.12,0.08,0.32,0.12,0.36,,,,,,,
2021-02-05 19:00:00,0.16,0.053,0.053,0.0,0.08,0.053,0.213,0.08,0.24,,,,,,,
2021-02-05 20:00:00,0.08,0.027,0.027,0.0,0.04,0.027,0.107,0.04,0.12,,,,,,,
2021-02-05 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-06 03:00:00,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-06 04:00:00,0.0,0.0,0.0,0.053,0.107,0.0,0.0,0.0,0.027,,,,,,,
2021-02-06 05:00:00,0.0,0.0,0.0,0.027,0.213,0.0,0.0,0.0,0.053,,,,,,,
2021-02-06 06:00:00,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.08,,,,,,,
2021-02-06 07:00:00,0.0,0.027,0.027,0.0,0.28,0.0,0.0,0.027,0.053,,,,,,,
2021-02-06 08:00:00,0.0,0.053,0.053,0.0,0.24,0.0,0.0,0.053,0.027,,,,,,,
2021-02-06 09:00:00,0.0,0.08,0.08,0.0,0.2,0.0,0.0,0.08,0.0,,,,,,,
2021-02-06 10:00:00,0.107,0.053,0.133,0.0,0.173,0.0,0.0,0.16,0.067,,,,,,,
2021-02-06 11:00:00,0.213,0.027,0.187,0.0,0.147,0.0,0.0,0.24,0.133,,,,,,,
2021-02-06 12:00:00,0.32,0.0,0.24,0.0,0.12,0.0,0.0,0.32,0.2,,,,,,,
2021-02-06 13:00:00,0.213,0.0,0.28,0.0,0.08,0.0,0.0,0.24,0.173,,,,,,,
2021-02-06 14:00:00,0.107,0.0,0.32,0.0,0.04,0.0,0.0,0.16,0.147,,,,,,,
2021-02-06 15:00:00,0.0,0.0,0.2,0.0,0.0,0.0,0.08,0.0,0.0,,,,,,,
2021-02-06 16:00:00,0.0,0.0,0.133,0.0,0.0,0.0,0.053,0.0,0.027,,,,,,,
2021-02-06 17:00:00,0.0,0.0,0.067,0.0,0.0,0.0,0.027,0.0,0.053,,,,,,,
2021-02-06 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,,,,,,,
2021-02-06 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,,,,,,,
2021-02-06 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,,,,,,,
2021-02-06 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-06 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-07 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,,,,,,,
2021-02-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,,,,,,,
2021-02-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-07 04:00:00,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-07 05:00:00,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-07 06:00:00,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-07 07:00:00,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.04,0.027,,,,,,,
2021-02-07 08:00:00,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.08,0.053,,,,,,,
2021-02-07 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.08,,,,,,,
2021-02-07 10:00:00,0.067,0.08,0.107,0.08,0.067,0.067,0.067,0.187,0.133,,,,,,,
2021-02-07 11:00:00,0.133,0.16,0.213,0.16,0.133,0.133,0.133,0.253,0.187,,,,,,,
2021-02-07 12:00:00,0.2,0.24,0.32,0.24,0.2,0.2,0.2,0.32,0.24,,,,,,,
2021-02-07 13:00:00,0.293,0.24,0.467,0.24,0.2,0.213,0.24,0.427,0.307,,,,,,,
2021-02-07 14:00:00,0.387,0.24,0.613,0.24,0.2,0.227,0.28,0.533,0.373,,,,,,,
2021-02-07 15:00:00,0.64,0.44,0.68,0.32,0.48,0.32,0.56,0.68,0.64,,,,,,,
2021-02-07 16:00:00,0.467,0.333,0.573,0.36,0.467,0.333,0.627,0.533,0.547,,,,,,,
2021-02-07 17:00:00,0.293,0.227,0.467,0.4,0.453,0.347,0.693,0.387,0.453,,,,,,,
2021-02-07 18:00:00,0.12,0.12,0.36,0.44,0.44,0.36,0.76,0.24,0.36,,,,,,,
2021-02-07 19:00:00,0.267,0.267,0.467,0.453,0.373,0.28,0.587,0.453,0.493,,,,,,,
2021-02-07 20:00:00,0.413,0.413,0.573,0.467,0.307,0.2,0.413,0.667,0.627,,,,,,,
2021-02-07 21:00:00,0.56,0.56,0.68,0.48,0.24,0.12,0.24,0.88,0.76,,,,,,,
2021-02-07 22:00:00,0.667,0.6,0.747,0.573,0.413,0.347,0.413,0.88,0.773,,,,,,,
2021-02-07 23:00:00,0.773,0.64,0.813,0.667,0.587,0.573,0.587,0.88,0.787,,,,,,,
2021-02-08 00:00:00,0.88,0.68,0.88,0.76,0.76,0.8,0.76,0.88,0.8,,,,,,,
2021-02-08 01:00:00,0.893,0.64,0.84,0.627,0.72,0.76,0.773,0.893,0.787,,,,,,,
2021-02-08 02:00:00,0.907,0.6,0.8,0.493,0.68,0.72,0.787,0.907,0.773,,,,,,,
2021-02-08 03:00:00,0.88,0.8,0.88,0.56,0.76,0.32,0.36,0.88,0.88,,,,,,,
2021-02-08 04:00:00,0.893,0.84,0.893,0.64,0.773,0.507,0.493,0.893,0.893,,,,,,,
2021-02-08 05:00:00,0.907,0.88,0.907,0.72,0.787,0.693,0.627,0.907,0.907,,,,,,,
2021-02-08 06:00:00,0.92,0.92,0.92,0.8,0.8,0.88,0.76,0.92,0.92,,,,,,,
2021-02-08 07:00:00,0.773,0.693,0.653,0.533,0.64,0.773,0.667,0.72,0.72,,,,,,,
2021-02-08 08:00:00,0.627,0.467,0.387,0.267,0.48,0.667,0.573,0.52,0.52,,,,,,,
2021-02-08 09:00:00,0.48,0.24,0.12,0.0,0.32,0.56,0.48,0.32,0.32,,,,,,,
2021-02-08 10:00:00,0.533,0.32,0.08,0.08,0.32,0.373,0.32,0.333,0.427,,,,,,,
2021-02-08 11:00:00,0.587,0.4,0.04,0.16,0.32,0.187,0.16,0.347,0.533,,,,,,,
2021-02-08 12:00:00,0.64,0.48,0.0,0.24,0.32,0.0,0.0,0.36,0.64,,,,,,,
2021-02-08 13:00:00,0.507,0.627,0.16,0.387,0.36,0.107,0.0,0.347,0.68,,,,,,,
2021-02-08 14:00:00,0.373,0.773,0.32,0.533,0.4,0.213,0.0,0.333,0.72,,,,,,,
2021-02-08 15:00:00,0.36,0.68,0.64,0.68,0.56,0.36,0.2,0.36,0.56,,,,,,,
2021-02-08 16:00:00,0.533,0.76,0.733,0.76,0.56,0.347,0.133,0.533,0.6,,,,,,,
2021-02-08 17:00:00,0.707,0.84,0.827,0.84,0.56,0.333,0.067,0.707,0.64,,,,,,,
2021-02-08 18:00:00,0.88,0.92,0.92,0.92,0.56,0.32,0.0,0.88,0.68,,,,,,,
2021-02-08 19:00:00,0.893,0.92,0.613,0.867,0.587,0.507,0.307,0.773,0.76,,,,,,,
2021-02-08 20:00:00,0.907,0.92,0.307,0.813,0.613,0.693,0.613,0.667,0.84,,,,,,,
2021-02-08 21:00:00,0.92,0.92,0.0,0.76,0.64,0.88,0.92,0.56,0.92,,,,,,,
2021-02-08 22:00:00,0.773,0.613,0.0,0.533,0.493,0.893,0.773,0.373,0.653,,,,,,,
2021-02-08 23:00:00,0.627,0.307,0.0,0.307,0.347,0.907,0.627,0.187,0.387,,,,,,,
2021-02-09 00:00:00,0.48,0.0,0.0,0.08,0.2,0.92,0.48,0.0,0.12,,,,,,,
2021-02-09 01:00:00,0.533,0.0,0.0,0.053,0.44,0.88,0.347,0.027,0.373,,,,,,,
2021-02-09 02:00:00,0.587,0.0,0.0,0.027,0.68,0.84,0.213,0.053,0.627,,,,,,,
2021-02-09 03:00:00,0.68,0.0,0.0,0.08,0.48,0.68,0.08,0.24,0.64,,,,,,,
2021-02-09 04:00:00,0.68,0.0,0.0,0.053,0.467,0.64,0.08,0.227,0.733,,,,,,,
2021-02-09 05:00:00,0.68,0.0,0.0,0.027,0.453,0.6,0.08,0.213,0.827,,,,,,,
2021-02-09 06:00:00,0.68,0.0,0.0,0.0,0.44,0.56,0.08,0.2,0.92,,,,,,,
2021-02-09 07:00:00,0.68,0.0,0.107,0.027,0.48,0.6,0.093,0.213,0.92,,,,,,,
2021-02-09 08:00:00,0.68,0.0,0.213,0.053,0.52,0.64,0.107,0.227,0.92,,,,,,,
2021-02-09 09:00:00,0.68,0.0,0.32,0.08,0.56,0.68,0.12,0.24,0.92,,,,,,,
2021-02-09 10:00:00,0.573,0.147,0.32,0.307,0.453,0.64,0.107,0.24,0.72,,,,,,,
2021-02-09 11:00:00,0.467,0.293,0.32,0.533,0.347,0.6,0.093,0.24,0.52,,,,,,,
2021-02-09 12:00:00,0.36,0.44,0.32,0.76,0.24,0.56,0.08,0.24,0.32,,,,,,,
2021-02-09 13:00:00,0.347,0.36,0.253,0.653,0.28,0.48,0.053,0.2,0.213,,,,,,,
2021-02-09 14:00:00,0.333,0.28,0.187,0.547,0.32,0.4,0.027,0.16,0.107,,,,,,,
2021-02-09 15:00:00,0.76,0.88,0.2,0.92,0.92,0.92,0.0,0.44,0.0,,,,,,,
2021-02-09 16:00:00,0.507,0.813,0.24,0.88,0.8,0.68,0.0,0.32,0.0,,,,,,,
2021-02-09 17:00:00,0.253,0.747,0.28,0.84,0.68,0.44,0.0,0.2,0.0,,,,,,,
2021-02-09 18:00:00,0.0,0.68,0.32,0.8,0.56,0.2,0.0,0.08,0.0,,,,,,,
2021-02-09 19:00:00,0.107,0.667,0.24,0.76,0.48,0.173,0.027,0.08,0.0,,,,,,,
2021-02-09 20:00:00,0.213,0.653,0.16,0.72,0.4,0.147,0.053,0.08,0.0,,,,,,,
2021-02-09 21:00:00,0.32,0.64,0.08,0.68,0.32,0.12,0.08,0.08,0.0,,,,,,,
2021-02-09 22:00:00,0.427,0.653,0.347,0.68,0.373,0.227,0.08,0.24,0.067,,,,,,,
2021-02-09 23:00:00,0.533,0.667,0.613,0.68,0.427,0.333,0.08,0.4,0.133,,,,,,,
2021-02-10 00:00:00,0.64,0.68,0.88,0.68,0.48,0.44,0.08,0.56,0.2,,,,,,,
2021-02-10 01:00:00,0.68,0.747,0.693,0.76,0.613,0.6,0.28,0.533,0.36,,,,,,,
2021-02-10 02:00:00,0.72,0.813,0.507,0.84,0.747,0.76,0.48,0.507,0.52,,,,,,,
2021-02-10 03:00:00,0.76,0.88,0.68,0.88,0.88,0.92,0.92,0.76,0.68,,,,,,,
2021-02-10 04:00:00,0.733,0.653,0.453,0.88,0.853,0.92,0.8,0.587,0.747,,,,,,,
2021-02-10 05:00:00,0.707,0.427,0.227,0.88,0.827,0.92,0.68,0.413,0.813,,,,,,,
2021-02-10 06:00:00,0.68,0.2,0.0,0.88,0.8,0.92,0.56,0.24,0.88,,,,,,,
2021-02-10 07:00:00,0.64,0.213,0.0,0.693,0.747,0.867,0.453,0.16,0.893,,,,,,,
2021-02-10 08:00:00,0.6,0.227,0.0,0.507,0.693,0.813,0.347,0.08,0.907,,,,,,,
2021-02-10 09:00:00,0.56,0.24,0.0,0.32,0.64,0.76,0.24,0.0,0.92,,,,,,,
2021-02-10 10:00:00,0.533,0.16,0.0,0.373,0.533,0.653,0.307,0.0,0.68,,,,,,,
2021-02-10 11:00:00,0.507,0.08,0.0,0.427,0.427,0.547,0.373,0.0,0.44,,,,,,,
2021-02-10 12:00:00,0.48,0.0,0.0,0.48,0.32,0.44,0.44,0.0,0.2,,,,,,,
2021-02-10 13:00:00,0.32,0.0,0.0,0.32,0.24,0.373,0.32,0.0,0.133,,,,,,,
2021-02-10 14:00:00,0.16,0.0,0.0,0.16,0.16,0.307,0.2,0.0,0.067,,,,,,,
2021-02-10 15:00:00,0.0,0.0,0.0,0.0,0.0,0.44,0.36,0.0,0.0,,,,,,,
2021-02-10 16:00:00,0.04,0.0,0.0,0.027,0.0,0.32,0.24,0.027,0.027,,,,,,,
2021-02-10 17:00:00,0.08,0.0,0.0,0.053,0.0,0.2,0.12,0.053,0.053,,,,,,,
2021-02-10 18:00:00,0.12,0.0,0.0,0.08,0.0,0.08,0.0,0.08,0.08,,,,,,,
2021-02-10 19:00:00,0.08,0.0,0.0,0.053,0.0,0.053,0.0,0.053,0.053,,,,,,,
2021-02-10 20:00:00,0.04,0.0,0.0,0.027,0.0,0.027,0.0,0.027,0.027,,,,,,,
2021-02-10 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-10 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-10 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2021-02-11 01:00:00,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.027,,,,,,,
2021-02-11 02:00:00,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.053,,,,,,,
2021-02-11 03:00:00,0.64,0.0,0.0,0.36,0.08,0.0,0.0,0.08,0.56,,,,,,,
2021-02-11 04:00:00,0.427,0.0,0.0,0.347,0.053,0.0,0.0,0.053,0.373,,,,,,,
2021-02-11 05:00:00,0.213,0.0,0.0,0.333,0.027,0.0,0.0,0.027,0.187,,,,,,,
